ID,Healthy_count
K11085,2.63E-04
K10783,9.06E-06
K02558,7.22E-05
K11084,4.34E-06
K02809,8.26E-05
K14065,5.45E-06
K13381,2.56E-06
K07280,2.30E-06
K07281,1.52E-05
K07282,4.15E-04
K07283,2.68E-06
K07284,1.38E-04
K07285,2.56E-05
K07286,1.66E-05
K07287,9.61E-06
K07536,7.93E-06
K07289,2.06E-05
K07533,8.76E-05
K11080,3.12E-06
K00088,7.91E-04
K00087,1.04E-04
K00086,4.30E-05
K00085,4.17E-06
K00082,8.60E-05
K10231,3.08E-05
K11329,2.27E-05
K10234,4.13E-06
K00151,1.61E-06
K01347,1.11E-06
K05914,2.70E-07
K00155,5.03E-06
K00154,3.68E-06
K09779,4.33E-05
K00156,1.13E-04
K01971,2.02E-05
K01972,5.78E-04
K01974,7.19E-06
K01975,9.61E-06
K05919,3.71E-04
K12246,1.89E-06
K00390,7.40E-05
K00394,7.32E-05
K07751,8.04E-06
K07757,2.85E-06
K01342,2.04E-06
K08352,8.13E-06
K07443,5.19E-04
K01376,9.44E-05
K01372,5.42E-04
K09384,1.47E-05
K10125,5.46E-06
K01224,1.82E-04
K00318,3.66E-05
K10121,3.94E-06
K10120,4.70E-06
K01225,1.67E-05
K09145,8.59E-06
K09144,2.01E-05
K13787,1.74E-05
K09141,6.55E-06
K07447,7.43E-04
K04652,2.12E-04
K04653,1.42E-04
K04651,2.00E-04
K05879,7.36E-05
K08676,2.63E-04
K04654,9.95E-05
K04655,1.24E-04
K05875,2.88E-05
K05874,1.28E-06
K04094,1.50E-04
K04095,2.30E-04
K04096,4.95E-04
K04091,4.08E-06
K04092,1.56E-05
K00575,1.13E-04
K00574,4.44E-05
K00573,2.38E-05
K00647,2.78E-04
K00571,4.57E-04
K00973,1.06E-03
K00972,7.77E-05
K00971,6.90E-04
K00970,3.07E-04
K00975,9.53E-04
K00974,2.17E-04
K01112,1.45E-05
K00641,5.59E-05
K00979,5.62E-04
K00978,2.69E-04
K04477,1.72E-04
K03807,2.73E-06
K01407,6.41E-06
K01663,1.73E-06
K08082,2.24E-06
K08081,8.73E-06
K03230,4.28E-06
K02759,1.60E-04
K01281,2.23E-06
K01286,6.33E-05
K01284,4.42E-04
K02956,1.28E-03
K02954,1.59E-03
K02952,1.13E-03
K02950,1.13E-03
K07686,3.47E-06
K02959,1.14E-03
K14553,9.75E-07
K07054,3.60E-05
K00885,1.97E-05
K07687,3.35E-06
K00883,2.08E-05
K00882,2.01E-04
K00881,9.14E-06
K00880,8.52E-06
K00889,6.23E-05
K03469,7.88E-04
K01571,3.33E-04
K01572,9.16E-04
K01573,3.31E-04
K01754,3.63E-04
K01755,5.95E-04
K01756,7.66E-04
K01750,6.51E-05
K02008,6.81E-04
K01752,7.83E-04
K01753,5.12E-05
K02005,1.12E-03
K02004,3.36E-03
K02007,1.10E-04
K02006,1.10E-03
K01758,2.56E-05
K02000,2.11E-04
K01028,6.20E-05
K01029,8.08E-05
K01596,5.33E-05
K01595,2.71E-05
K01590,1.26E-05
K01591,6.94E-04
K02752,1.20E-05
K01598,1.62E-05
K01599,2.28E-04
K02481,4.04E-04
K02480,2.34E-06
K02483,1.21E-03
K02482,7.48E-06
K08177,5.07E-05
K02484,4.97E-04
K02486,1.15E-06
K02488,2.21E-04
K08178,9.80E-06
K03294,1.62E-04
K14138,3.81E-05
K08372,1.64E-05
K14136,8.12E-06
K09712,9.22E-06
K11910,6.22E-06
K13777,1.39E-06
K03449,1.89E-05
K03446,9.23E-05
K03444,1.00E-04
K03445,3.67E-06
K03442,5.63E-04
K01620,4.23E-04
K01621,5.11E-05
K01623,3.46E-04
K01624,1.09E-03
K01625,5.09E-04
K01626,2.42E-04
K01627,4.01E-04
K01628,1.93E-04
K01629,3.32E-04
K02133,3.50E-05
K06077,2.83E-05
K03840,9.00E-06
K03841,2.82E-05
K11719,4.09E-05
K03532,1.19E-05
K03533,8.61E-06
K03530,3.30E-03
K03531,6.46E-04
K03536,6.96E-04
K03534,7.37E-04
K03535,5.52E-06
K05297,7.10E-05
K02824,3.57E-04
K02823,5.60E-04
K13020,3.69E-05
K02821,5.12E-05
K12268,1.49E-06
K00158,1.48E-06
K03669,2.95E-06
K03190,1.91E-05
K03191,5.39E-06
K03660,1.16E-04
K03666,1.05E-04
K03667,1.93E-05
K03664,1.02E-03
K03665,5.61E-04
K09772,3.44E-04
K02224,2.93E-04
K02227,3.56E-04
K02226,8.33E-05
K06016,5.81E-05
K06017,6.17E-05
K09774,1.09E-05
K06015,1.44E-05
K09778,1.20E-05
K13631,7.24E-06
K02379,5.52E-05
K09706,2.88E-05
K07243,2.40E-05
K00441,2.58E-05
K03288,7.07E-06
K03289,1.24E-05
K03284,7.66E-04
K03286,1.86E-04
K03287,1.13E-03
K13245,1.40E-05
K03281,2.38E-04
K03282,7.90E-04
K03283,1.10E-05
K03066,2.80E-06
K08952,2.36E-06
K08955,2.27E-06
K02242,8.82E-06
K08956,1.09E-06
K12068,7.52E-06
K04017,6.10E-06
K12146,1.14E-06
K03260,5.52E-07
K13633,8.31E-06
K02852,9.79E-05
K03269,3.74E-04
K06162,1.23E-05
K01089,2.74E-04
K06127,2.28E-05
K04337,4.45E-06
K06120,1.40E-06
K06121,4.05E-06
K02990,1.35E-03
K02750,5.81E-06
K00799,3.98E-05
K08280,4.02E-05
K09703,7.31E-06
K12061,3.12E-06
K06163,1.09E-05
K12687,1.43E-06
K12684,6.44E-06
K08282,3.97E-05
K09504,3.97E-06
K03367,1.28E-05
K11407,2.66E-06
K12444,2.09E-06
K02850,9.34E-06
K08320,5.61E-06
K01557,5.29E-05
K00002,4.70E-05
K09702,1.81E-04
K00065,8.00E-05
K01128,6.47E-06
K07637,3.18E-06
K07636,8.90E-04
K07639,3.58E-06
K07638,1.90E-05
K08884,3.06E-04
K11069,3.77E-04
K11068,5.28E-04
K03438,9.34E-04
K04015,4.09E-05
K09913,3.82E-05
K09910,3.27E-05
K01087,2.71E-06
K06236,5.49E-06
K11066,5.60E-06
K11065,6.46E-04
K09915,3.57E-06
K11535,1.70E-06
K06901,4.10E-04
K06902,1.08E-04
K06903,7.38E-05
K06904,8.04E-05
K06905,3.90E-05
K06906,4.72E-06
K06907,1.04E-04
K06908,6.84E-05
K06909,1.54E-04
K11249,2.86E-05
K06385,1.47E-04
K10217,4.26E-06
K00762,1.10E-03
K00763,4.22E-04
K00760,1.01E-03
K00761,8.58E-04
K00766,3.98E-04
K00767,6.01E-04
K00764,9.95E-04
K00765,6.17E-04
K00768,3.27E-04
K00163,1.24E-05
K07318,3.57E-05
K07348,8.75E-06
K07257,1.75E-05
K08773,5.53E-07
K06346,2.70E-04
K10943,3.09E-05
K09824,3.30E-05
K09825,4.08E-04
K09823,3.40E-06
K09820,3.53E-05
K03577,7.11E-06
K02573,2.23E-05
K07290,8.94E-06
K10206,4.81E-04
K02572,7.19E-06
K10200,1.32E-04
K07066,4.72E-06
K10202,2.61E-06
K02575,3.66E-05
K03229,8.63E-06
K06608,2.98E-05
K03573,1.40E-05
K01966,7.58E-04
K01965,1.14E-05
K01963,2.25E-04
K01962,2.37E-04
K01961,3.66E-04
K01960,3.62E-04
K11334,1.70E-05
K00364,2.27E-05
K01968,2.86E-06
K05905,1.65E-04
K03081,3.52E-06
K00169,6.62E-05
K05903,1.50E-05
K00164,2.35E-05
K00362,8.62E-06
K00167,2.84E-06
K00161,3.21E-05
K00162,4.69E-05
K02855,1.46E-05
K07749,4.70E-05
K01713,1.86E-05
K00368,2.26E-06
K00068,2.20E-05
K07741,2.62E-04
K07740,9.42E-06
K10682,1.29E-05
K07742,5.82E-04
K01959,1.26E-05
K00363,7.17E-06
K01759,1.26E-03
